attribute-level,poster,artist,count,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,poster,poster,poster,poster,poster,poster
attribute,year,artist name,,single or shared line,stage,poster rank,artist stage rank,stage rank,headliner,logo,color,day/date reading,day/date leeds,poster color,split or shared poster,arrow motif,spike motif,# of stages,# of artists
,2015,Gojira,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Hawk Eyes,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Ho9909,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,LTNT,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Modern Baseball,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Modern Life Is War,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Moose Blood,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,No Devotion,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,PVRIS,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Queen Kwong,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,SImple Plan,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Single Mothers,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Skinny Lister,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,The Bronx,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,The Bots,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,The Menzingers,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,The One Hundred,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,The Smith Street Band,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Turbowolf,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Vant,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,While She Sleeps,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Youth Man,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Alvvays,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Ash,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Bad Breeding,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Bear's Den,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Black Honey,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Blossoms,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Coasts,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Darlia,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,DMA's,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Eliza and the Bear,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Gengahr,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Hippo Campus,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Hunter & The Bear,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Jack Garratt,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Jake Isaac,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Joywave,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Little Comets,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Little May,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Lucy Rose,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Manchester Orchestra,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Mini Mansions,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Neon Waltz,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Pretty Vicious,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Prides,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Radkey,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Rat Boy,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Saint Raymond,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,San Fermin,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Seether,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Sundara Karma,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Sunset Sons,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Spring King,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,The Bulletproof Bomb,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,The Last Internationale,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,The Sherlocks,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Vaults,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Walking On Cars,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,We Are The Ocean,1,shared,Festival Republic Stage,-1,-1,5,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Bugzy Malone,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Craze,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,DJ Semtex,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,DJ Target,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Dope D.O.D.,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Fekky,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Isaiah Dreads,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Kiko Bun,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Lethal Bizzle,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Lady Leshurr,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Loyle Carner,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Ms Dynamite,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Nick Brewer,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Oneman,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Pell,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Ratking,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Remi Miles,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Siobhan Bell,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Star.One,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Stormzy,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Tempa T,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Vince Staples,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2015,Young Thug,1,shared,BBC Radio 1Xtra Stage,-1,-1,6,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,205
,2014,Queens of the Stone Age,1,single,main,1,1,1,T,T,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Paramore,1,single,main,2,2,1,T,T,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Vampire Weekend,1,single,main,3,3,1,F,T,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Enter Shikari,1,single,main,4,4,1,F,T,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Jimmy Eat World,1,single,main,5,5,1,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Deaf Havana,1,single,main,6,6,1,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Blood Red Shoes,1,single,main,7,7,1,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Crossfaith,1,single,main,8,8,1,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Hacktivist,1,single,main,9,9,1,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,The Courteeners,1,single,NME/BBC Radio 1 Stage,10,1,2,T,T,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Metronomy,1,single,NME/BBC Radio 1 Stage,11,2,2,F,T,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Sbtrkt,1,single,NME/BBC Radio 1 Stage,12,3,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Warpaint,1,shared,NME/BBC Radio 1 Stage,13,4,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Temples,1,shared,NME/BBC Radio 1 Stage,13,4,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Twin Atlantic,1,single,NME/BBC Radio 1 Stage,14,5,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Mallory Knox,1,shared,NME/BBC Radio 1 Stage,15,6,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Drenge,1,shared,NME/BBC Radio 1 Stage,15,6,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,La Dispute,1,shared,NME/BBC Radio 1 Stage,16,7,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Red Fang,1,shared,NME/BBC Radio 1 Stage,16,7,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Gerard Way,1,single,NME/BBC Radio 1 Stage,17,8,2,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Netsky Live!,1,single,BBC Radio 1 Dance Stage,18,1,3,T,T,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Annie Mac,1,single,BBC Radio 1 Dance Stage,19,2,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Gorgon City,1,single,BBC Radio 1 Dance Stage,20,3,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Wilkinson,1,single,BBC Radio 1 Dance Stage,21,4,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Alunageorge,1,shared,BBC Radio 1 Dance Stage,22,5,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Sigma,1,shared,BBC Radio 1 Dance Stage,22,5,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Secondcity,1,shared,BBC Radio 1 Dance Stage,23,6,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Indiana,1,shared,BBC Radio 1 Dance Stage,23,6,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Rüfüs,1,shared,BBC Radio 1 Dance Stage,24,7,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Panama,1,shared,BBC Radio 1 Dance Stage,24,7,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,We Were Evergreen,1,shared,BBC Radio 1 Dance Stage,25,8,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Nightbox,1,shared,BBC Radio 1 Dance Stage,25,8,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Duke Dumont,1,single,BBC Radio 1 Dance Stage,26,9,3,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Jimmy Eat World,1,single,Lock Up,27,1,4,T,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Brody Dale,1,single,Lock Up,28,2,4,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Palma Violets,1,single,Festival Republic Stage,30,1,5,T,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Bipolar Sunshine,1,single,Festival Republic Stage,31,2,5,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Giggs,1,single,BBC Radio 1Xtra Stage,33,1,6,T,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,I Am Legion,1,single,BBC Radio 1Xtra Stage,34,2,6,F,F,black,friday/22,saturday/23,yellow,shared,T,F,6,201
,2014,Arctic Monkeys,1,single,main,1,1,1,T,T,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Jake Bugg,1,single,main,2,2,1,F,T,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Imagine Dragons,1,single,main,3,3,1,F,T,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Foster The People,1,single,main,4,4,1,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,The Hives,1,single,main,5,5,1,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Peace,1,single,main,6,6,1,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Dry The River,1,single,main,7,7,1,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Pulled Apart By Horses,1,single,main,8,8,1,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Gnarwolves,1,single,main,9,9,1,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,NERD,1,single,NME/BBC Radio 1 Stage,10,1,2,T,T,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Bombay Bicycle Club,1,single,NME/BBC Radio 1 Stage,11,2,2,F,T,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,CHVRCHES,1,single,NME/BBC Radio 1 Stage,12,3,2,F,T,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Die Antwoord,1,shared,NME/BBC Radio 1 Stage,13,4,2,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Don Broco,1,shared,NME/BBC Radio 1 Stage,13,4,2,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Cage The Elephant,1,single,NME/BBC Radio 1 Stage,14,5,2,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Lower Than Atlantis,1,single,NME/BBC Radio 1 Stage,15,6,2,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Royal Blood,1,shared,NME/BBC Radio 1 Stage,16,7,2,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Marmozets,1,shared,NME/BBC Radio 1 Stage,16,7,2,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Lonely The Brave,1,single,NME/BBC Radio 1 Stage,17,8,2,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,DZ Deathrays,1,single,NME/BBC Radio 1 Stage,18,9,2,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Pendulum,1,single,BBC Radio 1 Dance Stage,19,1,3,T,T,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Andy C,1,single,BBC Radio 1 Dance Stage,20,2,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Gesafflstein,1,single,BBC Radio 1 Dance Stage,21,3,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,The Glitch Mob,1,single,BBC Radio 1 Dance Stage,22,4,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Borgore,1,shared,BBC Radio 1 Dance Stage,23,5,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Aventure Club,1,shared,BBC Radio 1 Dance Stage,23,5,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Jacob Plant,1,shared,BBC Radio 1 Dance Stage,24,6,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Kove,1,shared,BBC Radio 1 Dance Stage,24,6,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Mø,1,shared,BBC Radio 1 Dance Stage,25,7,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Milky Chance,1,shared,BBC Radio 1 Dance Stage,25,7,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,The Tea Street Band,1,single,BBC Radio 1 Dance Stage,26,8,3,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Of Mice & Men,1,single,The Pit,27,1,4,T,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Architects,1,single,The Pit,28,2,4,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Band of Skulls,1,single,Festival Republic Stage,30,1,5,T,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,We Are Scientists,1,single,Festival Republic Stage,31,2,5,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Pusha T,1,single,BBC Radio 1Xtra Stage,33,1,6,T,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,Krept & Konan,1,single,BBC Radio 1Xtra Stage,34,2,6,F,F,black,saturday/23,sunday/24,yellow,shared,T,F,6,201
,2014,blink-182,1,single,main,1,1,1,T,T,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Macklemore & Ryan Lewis,1,single,main,2,2,1,F,T,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,You Me At Six,1,single,main,3,3,1,F,T,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,A Day To Remember,1,single,main,4,4,1,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Sleeping With Sirens,1,single,main,5,5,1,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Papa Roach,1,single,main,6,6,1,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Young Guns,1,single,main,7,7,1,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Tonight Alive,1,single,main,8,8,1,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,The Story So Far,1,single,main,9,9,1,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Disclosure,1,single,NME/BBC Radio 1 Stage,10,1,2,T,T,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,The 1975,1,single,NME/BBC Radio 1 Stage,11,2,2,F,T,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,The Horrors,1,single,NME/BBC Radio 1 Stage,12,3,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,The Kooks,1,single,NME/BBC Radio 1 Stage,12,3,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Maverick Sabre,1,single,NME/BBC Radio 1 Stage,13,4,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Schoolboy Q,1,single,NME/BBC Radio 1 Stage,13,4,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Clean Bandit,1,single,NME/BBC Radio 1 Stage,14,5,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Jungle,1,single,NME/BBC Radio 1 Stage,15,6,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,The Neighbourhood,1,single,NME/BBC Radio 1 Stage,16,7,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Twin Shadow,1,single,NME/BBC Radio 1 Stage,17,8,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,The Wytches,1,single,NME/BBC Radio 1 Stage,17,8,2,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Flume,1,single,BBC Radio 1 Dance Stage,18,1,3,T,T,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Klaxons,1,single,BBC Radio 1 Dance Stage,19,2,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Boys Noize,1,single,BBC Radio 1 Dance Stage,20,3,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Bondax,1,shared,BBC Radio 1 Dance Stage,21,4,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Ben Pearce,1,shared,BBC Radio 1 Dance Stage,21,4,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Breach,1,shared,BBC Radio 1 Dance Stage,22,5,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Snakehips,1,shared,BBC Radio 1 Dance Stage,22,5,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Zinc,1,shared,BBC Radio 1 Dance Stage,23,6,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Electric Youth,1,shared,BBC Radio 1 Dance Stage,23,6,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Luxury,1,single,BBC Radio 1 Dance Stage,24,7,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Billion,1,single,BBC Radio 1 Dance Stage,25,8,3,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Gogol Bordello,1,single,Lock Up,26,1,4,T,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Möngöl Hörde,1,single,Lock Up,27,2,4,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Augustines,1,single,Festival Republic Stage,29,1,5,T,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Mayday Parade,1,single,Festival Republic Stage,30,2,5,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Danny Brown,1,single,BBC Radio 1Xtra Stage,32,1,6,T,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Joey Basa$$,1,single,BBC Radio 1Xtra Stage,33,1,6,T,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,Vic Mensa,1,single,BBC Radio 1Xtra Stage,34,2,6,F,F,black,sunday/25,friday/22,yellow,shared,T,F,6,201
,2014,A Wilhelm Scream,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Baby Godzilla,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Basement,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Beasts,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Blacklist Royals,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Brutality Will Prevail,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Crosses,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Dave Hause,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Eagulls,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Emily's Army,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Empress Ad,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
,2014,Every Time I Die,1,shared,Lock Up/The Pit,-1,-1,4,F,F,black,unspecified,unspecified,yellow,shared,T,F,6,201
