attribute-level,poster,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,poster,poster,poster,poster,poster,poster
attribute,year,artist name,single or shared line,stage,poster rank,artist stage rank,stage rank,headliner,logo,color,day/date reading,day/date leeds,poster color,split or shared poster,arrow motif,spike motif,# of stages,# of artists
,2018,Fall Out Boy,shared,main,1,1,1,T,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Travis Scott,shared,main,2,2,1,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Kooks,shared,main,3,3,1,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Wombats,shared,main,4,4,1,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Post Malone,single,main,5,5,1,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Creeper,shared,main,6,6,1,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Waterparks,shared,main,7,7,1,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Regrettes,shared,main,8,8,1,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Big Shaq and Friends,shared,main,9,9,1,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Wolf Alice,shared,BBC Radio 1 Stage,10,1,2,T,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Nothing But Thieves,shared,BBC Radio 1 Stage,11,2,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Mist,shared,BBC Radio 1 Stage,12,3,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Blaze,shared,BBC Radio 1 Stage,13,4,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,IAMDDB,shared,BBC Radio 1 Stage,14,5,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Front Bottoms,shared,BBC Radio 1 Stage,15,6,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Maggie Rogers,shared,BBC Radio 1 Stage,16,7,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Fickle Friends,shared,BBC Radio 1 Stage,17,8,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,An Invitation to Salvation,shared,BBC Radio 1 Stage,18,9,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,SWMRS,shared,BBC Radio 1 Stage,19,10,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Rae Morris,shared,BBC Radio 1 Stage,20,11,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Sounds Like A Storm,shared,BBC Radio 1 Stage,21,12,2,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Annie Mac,shared,BBC Radio 1 Dance Stage,22,1,3,T,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Bicep Live,shared,BBC Radio 1 Dance Stage,23,2,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Kölsch,shared,BBC Radio 1 Dance Stage,24,3,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Elderbrook,shared,BBC Radio 1 Dance Stage,25,4,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Shadow Child,shared,BBC Radio 1 Dance Stage,26,5,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,KDA,shared,BBC Radio 1 Dance Stage,27,6,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Madam X,shared,BBC Radio 1 Dance Stage,28,7,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Draper,shared,BBC Radio 1 Dance Stage,29,8,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Bülow,shared,BBC Radio 1 Dance Stage,30,8,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Jimothy Lacoste,shared,BBC Radio 1 Dance Stage,31,9,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Gengahr,shared,BBC Radio 1 Dance Stage,32,10,3,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Underøath,shared,The Lockup,33,1,4,T,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Used,shared,The Lockup,34,2,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,La Dispute,shared,The Lockup,35,3,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Royal Republic,shared,The Lockup,36,4,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Trophy Eyes,shared,The Lockup,37,5,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,I The Mighty,shared,The Lockup,38,6,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Fever 333,shared,The Lockup,39,7,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Xcerts,shared,The Lockup,40,8,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Faim,shared,The Lockup,41,9,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Thunderpussy,shared,The Lockup,42,10,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,Petrol Girls,shared,The Lockup,43,11,4,F,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
,2018,The Horrors,shared,Festival Republic Stage,44,1,5,T,F,black,friday/24,saturday/25,yellow,shared,T,F,7,239
