attribute-level,poster,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,artist,poster,poster,poster,poster,poster,poster
attribute,year,artist name,stage,single or shared line,poster rank,artist stage rank,stage rank,headliner,logo,color,day/date reading,day/date leeds,poster color,split or shared poster,arrow motif,spike motif,# of stages,# of artists
,1999,The Charlatans,main,single,1,1,1,T,T,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,The Chemical Brothers,main,single,2,2,1,F,T,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Reef,main,single,3,3,1,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Echo & The Bunnymen,main,single,4,4,1,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Space,main,single,5,5,1,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Gene,main,single,6,6,1,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,The Dandy Warhols,main,single,7,7,1,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Apollo 440,main,single,8,8,1,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,The Donnas,main,single,9,9,1,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Elastica,Radio 1 Evening Session Stage,single,10,1,2,T,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,The Jon Spencer Blues Explosion,Radio 1 Evening Session Stage,single,11,2,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Stereolab,Radio 1 Evening Session Stage,shared,12,3,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,The Fall,Radio 1 Evening Session Stage,shared,12,3,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Guided By Voices,Radio 1 Evening Session Stage,shared,13,4,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Puressence,Radio 1 Evening Session Stage,shared,13,4,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,BIS,Radio 1 Evening Session Stage,shared,14,5,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Add N To X,Radio 1 Evening Session Stage,shared,14,5,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Clinic,Radio 1 Evening Session Stage,shared,15,6,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Bellatrix,Radio 1 Evening Session Stage,shared,15,6,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,The Paradise Motel,Radio 1 Evening Session Stage,shared,15,6,2,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Bentley Rhythm Ace,Unnamed,single,16,1,3,T,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Lo-Fidelity Allstars,Unnamed,single,17,2,3,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Sugar Hill Gang,Unnamed,shared,18,3,3,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Merz,Unnamed,shared,18,3,3,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Space Raiders,Unnamed,shared,18,3,3,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,DJ Freddy Fresh & Dee Jay Punk Roc,Unnamed,single,19,4,3,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,Nashville Pussy,The Carling Premier Stage,single,20,1,4,T,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,My Ruin,The Carling Premier Stage,shared,21,2,4,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,The Flys,The Carling Premier Stage,shared,21,2,4,F,F,black,friday/27,saturday/27,yellow,shared,F,T,4,125
,1999,blur,main,single,1,1,1,T,T,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Catatonia,main,single,2,2,1,F,T,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Fun Lovin' Criminals,main,single,3,3,1,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,The Divine Comedy,main,single,4,4,1,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Pavement,main,single,5,5,1,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Beth Orton,main,single,6,6,1,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Sebadoh,main,single,7,7,1,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,The Pharcyde,main,single,8,8,1,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Sleater Kinney,main,single,9,9,1,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Atari Teenage Riot,main,single,10,10,1,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,3 Colours Red,Radio 1 Evening Session Stage,single,11,1,2,T,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Idlewild,Radio 1 Evening Session Stage,shared,12,2,2,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Symposium,Radio 1 Evening Session Stage,shared,12,2,2,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Kent,Radio 1 Evening Session Stage,shared,13,3,2,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
,1999,Six By Seven,Radio 1 Evening Session Stage,shared,13,3,2,F,F,black,saturday/28,sunday/29,yellow,shared,F,T,4,125
